tempo,playlist_genre,track_artist,track_id,track_name,track_popularity
137.027,hip-hop,Drake,4rmVZajAF7PkrCagGPHbqa,Sticky,68
150.062,hip-hop,Future,0VgkVdmE4gld66l8iyGjgx,Mask Off,81
77.972,hip-hop,Lil Baby,4Iedi94TIaB2GGb1nMB68v,On Me,70
139.956,hip-hop,Kendrick Lamar,0fX4oNGBWO3dSGUZcVdVV2,N95,75
97.974,hip-hop,"21 Savage, Metro Boomin, Young Thug",3ruoIF2UnoXdzK8mR61ebq,Rich Nigga Shit (feat. Young Thug),75
75.965,hip-hop,"JID, 21 Savage, Baby Tate",1udwFobQ1JoOdWPQrp2b6u,Surround Sound (feat. 21 Savage & Baby Tate),78
150.062,hip-hop,Future,0VgkVdmE4gld66l8iyGjgx,Mask Off,81
94.329,hip-hop,"Matuê, Veigh",2fjqfFUq64thFsqfKN01kS,Imagina esse Cenário,75
119.957,hip-hop,"Lil Baby, Drake",6vN77lE9LK6HP2DewaN6HZ,Yes Indeed,75
148.107,hip-hop,"Duki, Wiz Khalifa, Arcángel",7MBHncxZXB7fzf5cAx8C05,Wake Up & Bake Up,72
119.97,hip-hop,"Teto, Matuê",07AQkmp456NpEnT8HR7WLy,M4,68
129.902,hip-hop,"Trap Capos, Noriel, Anuel AA, Baby Rasta",62NeZ2Vtrz5HgtQibleMNs,Diablita (feat. Anuel AA & Baby Rasta),70
131.964,hip-hop,Chief Keef,01Lr5YepbgjXAWR9iOEyH1,Love Sosa,77
165.946,hip-hop,"Night Skinny, Nerissima Serpe, Papa V",5JgTIfS7FfSE9tuebzX8HC,Tessera sanitaria (feat. Nerissima Serpe & Papa V),69
127.079,hip-hop,"Migos, Lil Uzi Vert",0M9ydKzuF3oZTfYYPfaGX1,Bad and Boujee (feat. Lil Uzi Vert),70
145.95,hip-hop,"Young Stoner Life, Young Thug, Meek Mill, T-Shyne",6rUmUJ2drFemHTH73bFAKQ,That Go! (feat. T-Shyne),72
124.041,hip-hop,"Arcángel, Bad Bunny",2FIm6YsSGL5acOqSuJDh5s,Me Acostumbre (feat. Bad Bunny),68
162.012,hip-hop,"Future, Metro Boomin, Kendrick Lamar",2tudvzsrR56uom6smgOcSf,Like That,83
109.966,hip-hop,Matuê,3Kh5a6vXMiJtC35jMEfmyy,Castlevania,70
135.14,hip-hop,"Lil Baby, 42 Dugg",6gxKUmycQX7uyMwJcweFjp,We Paid (feat. 42 Dugg),70
135.055,hip-hop,"Duki, Headie One",1Bb422wJR14f7sA77gGs0V,Brindis,73
128.14,hip-hop,"Bad Bunny, Bryant Myers",2QrGCbW0ylj94JfkgLZFlA,Pa Ti,72
