tempo,genre,track_artist,track_id,track_name,track_popularity
118.8,arabic,Young Jonn,19IAoqAkRQ5tC1U0p7SWpZ,Sharpally,49
118.8,pop,Whitney Houston,2tUBqZG2AbRi7Q0BIrVrEj,I Wanna Dance with Somebody (Who Loves Me),81
118.9,pop,Michael Jackson,46eu3SBuFCXWsPT39Yg3tJ,Don't Stop 'Til You Get Enough,73
118.9,latin,Nsqk,0q37bjxhRwzjtZynlU9ZsI,309,57
118.9,lofi,"Kina, Snøw",4ZLzoOkj0MPWrTLvooIuaa,Get You The Moon (feat. Snøw),73
118.9,turkish,Ahmet Can Dündar,0SV5HWv1U5BRncl8mMCDX4,Tattım Ölümü,49
119.0,hip-hop,"Paulo Londra, Lenny Tavárez",77dMSg2VHi2wwXjXNrmcrZ,Nena Maldición (feat. Lenny Tavárez),73
119.0,pop,"Lady Gaga, Colby O'Donis",1dzQoRqT5ucxXVaAhTcT0J,Just Dance,79
119.0,arabic,Bnxn,6bZ9RWQGYr7XKQhxs9XT6a,Kilometer,41
119.0,electronic,"FiNE, Lizwi, Enoo Napa",7nY5my1s2KTOv42Kyp5TyF,Nomathemba - Enoo Napa Remix,24
119.0,pop,Lady Gaga,1QV6tiMFM6fSOKOGLMHYYg,Poker Face,81
119.0,funk,サクラSAKURA-LEE,0qquh09j70YeZeg5aKaPYe,Fly with Me,37
119.0,electronic,Eden Shalev,2jxJzUWxqX2fnQTD9lmi2x,Papi (Bhabi),59
119.0,latin,daniel sabater,7itgLKp7i4CmGi0FglXcbP,no estás,27
119.0,electronic,"MEUTE, pølaroit",0an9zVn661Xhu94USWLmIj,Verden,46
119.0,jazz,Delorme & Co,11m6UgxZF4ZfDQ50eN9bYs,Porch Java,48
119.0,latin,Auggie Velarde,3DxGCIEyDKX0WcZrljujz0,felices los 3,20
119.0,hip-hop,Travis Scott,4kjI1gwQZRKNDkw1nI475M,MY EYES,82
119.1,pop,"Matoma, Gabrielle, Hver gang vi møtes",3TKvSQgSlmPugIx0HnsDOW,Barn som deg,20
119.1,pop,Taylor Swift,6YvqWjhGD8mB5QXcbcUKtx,Love Story (Taylor’s Version),75
119.2,blues,Charley Patton,4sCCIP8eG3HVizWnm1SQ0G,Down The Dirt Road Blues,24
119.2,rock,Midnight Oil,1CtAzw53AIXKjAemxy4b1j,Beds Are Burning - Remastered,69
119.2,rock,Journey,77NNZQSqzLNqh2A9JhLRkg,Don't Stop Believin',72
119.3,electronic,Aphex Twin,643gyipSU7dkmrFhJ8UAIm,Pulsewidth,55
119.3,jazz,"Frank Sinatra, Count Basie",2dR5WkrpwylTuT3jRWNufa,Fly Me To The Moon,61
119.4,latin,Alice Wonder,2Fqbq7cwUiGWIPqIQfiYt2,Por Si Apareces,31
119.5,arabic,"Metro Boomin, Travis Scott, Young Thug",5wG3HvLhF6Y5KTGlK0IW3J,Trance (with Travis Scott & Young Thug),82
119.5,blues,Céline Dion,6LefIBy3hzTN6Yd1m81gpC,A New Day Has Come,55
119.5,pop,ABBA,3vkQ5DAB1qQMYO4Mr9zJN6,Gimme! Gimme! Gimme! (A Man After Midnight),78
119.6,disco,Electra,4XagBRVqOiMShocifucrgd,Feels Good - Carrots & Beets,22
119.7,electronic,Henri Salvador,7gHRVNiuL66Z6fE6DwZaFT,Jardin d'hiver,53
119.7,pop,Bobby Helms,7vQbuQcyTflfCIOu3Uzzya,Jingle Bell Rock,80
119.7,metal,Sepultura,6ursmCnbc9oDRGa2yHKkoZ,Roots Bloody Roots,63
119.7,latin,Natalia Lacunza,2oVYnyDY1NA9SmJrxXhyWd,a otro lado,42
119.7,latin,"Wizkid, Tay Iwar, Projexx",4204hwPYuToiuSunPFUoML,True Love (feat. Tay Iwar & Projexx),58
119.8,rock,Yeah Yeah Yeahs,0hDQV9X1Da5JrwhK8gu86p,Maps,75
119.8,soul,"Muni Long, Mariah Carey",7A237bWglHPhH3nKGgBsRr,Made For Me (with Mariah Carey),56
119.8,ambient,"Fireboy DML, Jon Batiste",6QMd3x9BDm3k5wrHdEvfW0,ready,51
119.9,rock,Rex Orange County,1gH1h30wkQdd9zhY3j7a8T,THE SHADE,74
119.9,blues,Michael Jackson,3AoeaZs8dFemFJr3JdzOL0,You Are Not Alone,68
119.9,blues,"Westlife, Bernard Löhr",1vYZywcjdbPUnsEP43it0q,Soledad,56
119.9,electronic,GIMS,3a9TMd2Yrza6HXqqlfMtfy,Est-ce que tu m'aimes ? - Pilule bleue,74
119.9,latin,Chino Pacas,0NsGFMIo2aNbAkJu48ndaf,Morena Canela,79
119.9,electronic,"Aaron Smith, Krono, Luvli",6WkJ2OK163XXS2oARUC9JM,Dancin (feat. Luvli) - Krono Remix,75
119.9,blues,Céline Dion,28UMiBhn383n9S7GL4tsxD,"Because You Loved Me (Theme from ""Up Close and Personal"")",74
119.9,pop,Claire Rosinkranz,1xSmjB0t19q4CSJ0X0ymGB,Frankenstein,56
119.9,punk,"mgk, YUNGBLUD, Travis Barker",2gTdDMpNxIRFSiu7HutMCg,I Think I'm OKAY (with YUNGBLUD & Travis Barker),68
119.9,r&b,USHER,7z3N2W7Xz1t2G2sAO8wFVH,Burn,70
119.9,pop,John Legend,3U4isOIWM3VvDubwSI3y7a,All of Me,83
119.9,electronic,Ycare,1JurJmRaDLc7buJqK97TDv,Sors,35
119.9,pop,Agnes,58uUDYcy9U1dqS84ykFTFD,24 Hours,41
119.9,latin,"Bad Bunny, Mora",4qSEvFGCpde73gqIuq3sho,HIBIKI,70
119.9,electronic,Crystal Castles,12oxsGACfwMozi4nK9noGQ,Suffocation,68
119.9,electronic,"John Skyfield, BNHM, Levka Rey",1ZbnlbHcFW9UQLOEsem7cW,Young Folks,51
119.9,rock,Dominic Fike,6WTFHKrnZpwEBLRS10Ylqs,misses,80
119.9,folk,"Gunnhild Sundli, Ski-VM Trondheim 2025",18lvAhOCbPQ1mkpoODG4UG,For What We Love,27
119.9,electronic,NEIMY,5NhrlsuS5y4T4N7WbbEute,Follow the Sun,60
120.0,electronic,"Deepend, Madism",21VnSlwtvNKUFFHHKqt7fI,Hold This Memory,54
120.0,lofi,Zoe Reed,0x0XaXiKrUFoCTnrDFXgdt,watercolour,52
120.0,rock,Green Day,5TpPSTItCwtZ8Sltr3vdzm,Last Night on Earth,68
120.0,arabic,"Lil Baby, Drake",6vN77lE9LK6HP2DewaN6HZ,Yes Indeed,75
120.0,hip-hop,"Lil Baby, Drake",6vN77lE9LK6HP2DewaN6HZ,Yes Indeed,75
120.0,electronic,Stromae,2GYHyAoLWpkxLVa4oYTVko,Alors on danse - Radio Edit,75
120.0,pop,Stromae,2GYHyAoLWpkxLVa4oYTVko,Alors on danse - Radio Edit,75
120.0,hip-hop,"GIMS, DYSTINCT",2fFTn0f94EopgZyfSGQuyK,SPIDER,74
120.0,funk,"architecture in tokyo, Macross 82-99",4X7DNtQrK71hShiyeognoq,City Nightlife - Original Mix,35
120.0,gaming,"John Paesano, Ben Billions",7D3owndTfR0iPyRO7sHR3g,Greater Together (Album Version),42
120.0,pop,"USHER, Pitbull",4356Typ82hUiFAynbLYbPn,DJ Got Us Fallin' In Love (feat. Pitbull),81
120.0,world,"Baker Boy, JessB",5mHA6UCBRsgjWPRDmZQ8uO,Meditjin,35
120.0,pop,Miley Cyrus,2vwlzO0Qp8kfEtzTsCXfyE,Wrecking Ball,78
120.0,electronic,"Videoclub, Adèle Castillon, Mattyeux",3vTQ939Tlk6CXYtQgMOFUR,Amour plastique,58
120.0,indian,"Avvy Sra, Karan Aujla, Jaani",3nKQrVVlwbAQSnFbgZWdN0,White Brown Black,73
120.0,punk,Paramore,0w5Bdu51Ka25Pf3hojsKHh,Hard Times,73
120.0,electronic,"Steven Weston, Låpsley",2L9M3x9RTHoJ313ajYr0dg,Like I Used To,45
120.0,hip-hop,"Lary Over, Anuel, Bryant Myers, Almighty, Brytiago",7b6QP0Pz2sqyW7yyXodpm6,Tu Me Enamoraste - Remix,69
120.0,world,Moshe Lichtenstein,3PiGgUkR4ETzxFr9EABWDf,Sameach,15
120.0,hip-hop,"Teto, Matuê",07AQkmp456NpEnT8HR7WLy,M4,68
120.0,electronic,"Thierry Von Der Warth, Horizon Blue, Carston",1x7NAvqHgCvhV549ls0FTE,Sunset Lovers,59
120.0,hip-hop,"The Weeknd, Playboi Carti",1Es7AUAhQvapIcoh3qMKDL,Timeless (with Playboi Carti),92
120.0,pop,"The Weeknd, Playboi Carti",1Es7AUAhQvapIcoh3qMKDL,Timeless (with Playboi Carti),92
120.0,indian,"Yashita Sharma, Manish Kumar Tipu, Farhan Akhtar, Shankar Mahadevan, Sukhwinder Singh",7hNYvX0qAKrxtVr1jGDmvR,Gallan Goodiyaan,64
120.0,jazz,"xander., Rikard From",3YLFWYh5nsCBxIFUBPiEDa,Life Form,45
120.0,punk,Bowling For Soup,5oQcOu1omDykbIPSdSQQNJ,1985,69
120.0,electronic,Olly Alexander (Years & Years),3AeicLnm55RqcXGBKYQolM,King,73
120.0,pop,Olly Alexander (Years & Years),3AeicLnm55RqcXGBKYQolM,King,73
120.0,lofi,cloud minor,2WRKH5AuRG6c0uG1dQs9rh,Peachy,48
120.0,pop,"Marshmello, Jonas Brothers",4qu63nuBpdn0qHUHuObEj1,Leave Before You Love Me (with Jonas Brothers),77
120.0,electronic,Taio Cruz,2CEgGE6aESpnmtfiZwYlbV,Dynamite,72
120.0,pop,Taio Cruz,2CEgGE6aESpnmtfiZwYlbV,Dynamite,72
120.0,electronic,"Thandi Draai, Dj Beekay",42fDq94MjR4FcQCSPVVEuz,Letha,19
120.0,hip-hop,Don Toliver,2c7z5oRcPBbqRaBY2mLWcf,NEW DROP,85
120.0,pop,Don Toliver,2c7z5oRcPBbqRaBY2mLWcf,NEW DROP,85
120.0,world,Danny Palgon,4Mz7NQcnSrwEK7zzTxqEDq,Eimosai,13
120.0,electronic,TIF,1vwIAeJ9fJstyvPIeYi5Yr,AMNESIA,57
120.0,electronic,"Purple Disco Machine, Benjamin Ingrosso, Nile Rodgers, Shenseea",1NpIUD4KqHaMT91kw0YV40,Honey Boy (feat. Nile Rodgers & Shenseea),68
120.0,rock,Blackberry Smoke,6b45yra2a9So8yTNeHZdgt,Pretty Little Lie,42
120.0,classical,"Thomas Bergersen, Two Steps from Hell",1gjUBLiGk3MdFksH3aRMax,Freedom Fighters,52
120.0,afrobeats,"Pushkin RSA, Eltee, Springle, Choco Dynasty, ManKay",5c8wNC0Q0pxOS0qWHoGPeF,"Endofaya (feat. Eltee, Springle, ChocoDynasty & Mankay)",42
120.0,arabic,"Zoro Swagbag, Mohbad",40q38o0RyEBtbidicwvfhm,M.A.D (feat. MohBad),42
120.0,electronic,"MoBlack, Salif Keita, Benja (NL), Franc Fala, Cesária Evora",480j122Gpi252OIfy4SNzm,Yamore,75
120.0,electronic,"&friends, Nitefreak, eL-Jay, Oluwadamvic",40UBIQiUwe6Or8rUKRlG0N,Ode Ireti - Nitefreak Remix,59
120.0,electronic,ODESZA,59wlTaYOL5tDUgXnbBQ3my,A Moment Apart,64
120.0,latin,Nicki Nicole,5uoSTLEtTPF47NWRekbvLH,Baby,39
120.0,jazz,Gregg Karukas,7IGXCoBk68O6Yrt65WFPIL,Girl In The Red Dress,50
120.0,rock,George Knight,0KHgwiEyuQsfg9vA4WgmDS,Ocean Lights,22
120.0,electronic,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",6NIJqFHB5cHAn064JCP7Li,Move,68
120.0,gaming,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",1BJJbSX6muJVF2AK7uH1x4,Move,86
120.0,korean,"HEIZE, Han Suji",3vAncbML0jhNrp63DKhsCo,Round And Round,56
120.0,lofi,louke's beats,6mnuzqUm6MObdHHk59Tg4E,happy moggie,51
120.0,pop,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",1BJJbSX6muJVF2AK7uH1x4,Move,86
120.0,pop,Lukas Graham,5kqIPrATaCc2LqxVWzQGbk,7 Years,79
120.0,soca,Kes,6G6dpFTQdc4K9WCdrcZFTr,Wotless,40
120.0,turkish,"Fredo, Defkhan, Rollen, Aysemen",4bcIyLtCts3Vv5Z8GXgRyc,Kimim Ben,45
120.0,pop,"Robin Thicke, T.I., Pharrell Williams",0n4bITAu0Y0nigrz3MFJMb,Blurred Lines,73
120.0,electronic,Eneko Artola,74E2muWug3WOPjKkw2hpq5,Like a Mystery,54
120.0,electronic,"HUGEL, GROSSOMODDO",1FUUe1VbjWakX9nFfd0Qki,Andalucia,62
120.0,electronic,"Mr. Probz, Robin Schulz",1HFfMOxCAT4GAwaPfCdmUs,Waves - Robin Schulz Radio Edit,75
120.0,latin,Brazeros Musical De Durango,0XTYuXsgte2hny1705gIan,El Muñeco,20
120.0,electronic,"Rampa, Adam Port, &ME, chuala, Keinemusik",73YTJNeXISV9QHMG82ZrwP,Say What,60
120.0,arabic,Lil Baby,5BbdKBZO0TH0GhfxUfyhL9,Freestyle,77
120.0,electronic,"HUGEL, Topic, Arash, Daecolm",5nPbKG04fhLkIAjcPFaZq7,I Adore You (feat. Daecolm),83
120.0,gaming,"HUGEL, Topic, Arash, Daecolm",5nPbKG04fhLkIAjcPFaZq7,I Adore You (feat. Daecolm),83
120.0,electronic,"Hanna Haïs, KingDonna",16WmsfJpN9v239N0BtkwMj,Space Fair,23
120.0,electronic,"KHEMIS, BNHM, Levka Rey",5nh2uDBGukTzGo1vanSpaK,What You Know (feat. Levka Rey),50
120.0,electronic,"&friends, Samuel Cosmic, Oluwadamvic, Alex Wann",5XlPOZNYfOZK7mEc6T450x,Halele - Alex Wann Remix,57
120.0,electronic,"Kaskade, Lauren L'aimant",6ihglXSp2FFA9RjhiExxJR,Save Me,46
120.0,electronic,Lavern,4SnuG111QPmgwRmlwhJ4Mg,Hold Me,72
120.0,rock,Muse,3lPr8ghNDBLc2uZovNyLs9,Supermassive Black Hole,78
120.0,jazz,Jesús Alejandro El Niño,1CaGh5Vtn4TP0LDCY5bcqW,Adios Guajira,29
120.0,pop,One Direction,5O2P9iiztwhomNh8xkR9lJ,Night Changes,89
120.0,turkish,Semicenk,2crO2eSwgjOoAanagD2sFc,Kader Sağ Olsun,70
120.0,funk,BarbWalters,0xDiRlDbx5ZBrPTNd9NzW8,Love,33
120.0,electronic,c152,3s6oQqOQeGH4G3x2sTnU5S,Synthstar,40
120.0,gaming,"Tiësto, Tate McRae",36gcliMRX1vCpgnrZE3dFZ,10:35,75
120.0,lofi,jaackson,3S0NnkTIk3LbDoL8dUY1Tc,spring is coming,51
120.0,ambient,Johnny Drille,43ZHlCWp1TAA1dyMxNh28L,Count My Blessings,43
120.0,electronic,"MVCA, SCHWARZ",33SyBnfjyUS9c8lvz6YOp8,All we ever wanted,43
120.0,jazz,"Putumayo, Guaschara",4vESuxrm5MRpzm3KgGqElv,La Melodía,31
120.0,world,Matt Dubb,1vTFzj5C63vwefubIUG3ck,Tzur,19
120.0,world,Tjaka,1ubr6yrnogCV6BSibWl6oa,Break It Down,16
120.0,k-pop,TREASURE,0gZenxCArrqlFm4lLXevTq,KING KONG,54
120.0,hip-hop,Future,2t4H61OtTYgmDe61KxkjKH,PLUTOSKI,73
120.0,pop,Katy Perry,5jzKL4BDMClWqRguW5qZvh,Teenage Dream,73
120.0,funk,DUCAT,2xrAAZfTpQAFTHQOdXvqse,Nu Diskette,25
120.0,hip-hop,"Lil Peep, XXXTENTACION",4jvjzW7Hm0yK4LvvE0Paz9,Falling Down - Bonus Track,84
120.0,turkish,Hande Yener,1kdlZBxr26RixRO9cmM7nh,Damla,52
120.0,electronic,47ter,2BdvlpzLMtnrRX24NLIpu5,On avait dit,34
120.0,world,DeScribe,6i8WxcIEZJZDyuBn7oKepE,Dreamer,27
120.0,pop,"The Pussycat Dolls, Busta Rhymes",0BxfFnk0YzONqvmrkO0QrB,Don't Cha,71
120.0,turkish,Merve Özbey,3D9jHgjOH6Bt5rI6hgSnjr,Zümrüdüankam,52
120.0,electronic,"Euggy, Suraj, Mumba Yachi",4U6zIONOpmnby5fvOM6han,Kolwa,22
120.0,pop,Zupermaria,67E4aJ86sa9hVq8bAAZvZE,Fruen fra havet,20
120.0,afrobeats,"Cairo CPT, Don Vino",24rJTidr3soAlSzPSwNlMU,Oh My Sax,33
120.0,electronic,"Lucas Estrada, Deepend, Dan Caplen",6dCF9KJngOrJCmMuxFmBx1,House Of Cards,49
120.0,electronic,Nora En Pure,21YVPtVHmvpodDiy7GyhUU,Do No More,47
120.0,electronic,Sound Nomaden,0gRVYjk3IFVQBUtfdoLc5W,No Stress in Cres,47
120.0,pop,Carly Rae Jepsen,20I6sIOMTCkB6w7ryavxtO,Call Me Maybe,80
120.0,arabic,Bella Shmurda,1j9I9JrUTXNblSWazCq9CU,Ara (Gen Gen Tin),41
120.0,electronic,"Rolipso, Foínix, Jordan Grace",3XoNXct7zTtKFoExkw2yhw,Another Love,52
120.0,electronic,Indian Wells,2ZFs2wbwnljTAS9fSJJ6oH,Night Arp Blues,36
120.0,electronic,"Zwette, Julian Perretta",0T26riswexwPY9w3UCMwYE,Home,51
120.0,electronic,NSH,16hV7KbASg4EWoEymJerRA,Sunbeams,60
120.0,pop,Astrid S,3bivI0NycEM5Q9uzfmFulF,Hot Fever Dream,40
120.0,pop,Kesha,0HPD5WQqrq7wPWR7P7Dw1i,TiK ToK,83
120.0,latin,mori,2BMPfM4z28eGKOKy6HBisG,todo lo que hago cuando no estás,24
120.0,electronic,Tiësto,6f3Slt0GbA2bPZlz0aIFXN,The Business,72
120.0,hip-hop,"Lil Tjay, Offset, Moneybagg Yo",1dg3qy5DjoJodawfOCgrTP,Run It Up (feat. Offset & Moneybagg Yo),71
120.0,electronic,"IVE, David Guetta",5sTLGx6c7YRwnrWm6O091n,Supernova Love,74
120.0,pop,Maroon 5,4gbVRS8gloEluzf0GzDOFc,Maps,83
120.0,electronic,"Zerb, Sofiya Nzau",5KTZgG84bKFGm53lhLtTqc,Mwaki,74
120.0,electronic,"HUGEL, Diplo, Malou, Yuna",0WS1qLcXKsCGt5e3dqq30S,Forever (feat. Malou & Yuna),71
120.0,electronic,"Nitefreak, Emmanuel Jal",49GpUfc9M09eGET6yBJUAj,Gorah,67
120.0,latin,Asake,5UwxpuGHkwiojKDaPC5ZNu,Joha,61
120.0,rock,Los Enanitos Verdes,11AnIo9kTnjhtD06y5Zd5O,Amores Lejanos,59
120.0,gaming,Charli xcx,4w2GLmK2wnioVnb5CPQeex,360,81
120.0,hip-hop,Post Malone,21jGcNKet2qwijlDFuPiPb,Circles,83
120.0,pop,Post Malone,21jGcNKet2qwijlDFuPiPb,Circles,83
120.0,world,"Danny Palgon, K3LZ",1poNFiMFp2mP4q3gPOj4zq,Eimosai (K3LZ Remix),24
120.0,pop,"Pitbull, Chris Brown",62zFEHfAYl5kdHYOivj4BC,International Love (feat. Chris Brown),77
120.1,electronic,"ItsArius, Lynnic, Dinia",4BGbzOXgQqfhHUeqSJ1x9E,Somebody’s Watching Me,54
120.1,electronic,Lofive,5Z4zrfHfykFUhSqNnt2Ubd,I Kinda Like It,48
120.1,indian,Meghdeep Bose,2eiOOMb5V2tPY9VTmBbMME,Aa Vasant Rajni,20
120.1,electronic,AVAION,68Pr1RFCmybF7eK7m99a1n,Broken,49
120.1,pop,lovad,4Iz5PLYIskpkkCdLE7dWjk,Sämsta jag kan få,20
120.1,world,"Danny Palgon, Yoni Z",3H5kTcon9tTOKwWjECrPFO,Ashira,16
120.1,hip-hop,"Mac Miller, Miguel",6GnhWMhgJb7uyiiPEiEkDA,Weekend (feat. Miguel),72
120.1,arabic,Bella Shmurda,24RnCHp1JaRJAANJXAZCPu,DND,39
120.1,reggae,Jimmy Cliff,2RcbRwAFUxaiO3rszuEqsz,I Can See Clearly Now,58
120.1,gaming,"Zerb, The Chainsmokers, Ink",5ZUIPLoTLJZrPQh2kFZEUM,Addicted,81
120.1,arabic,"Hotkeed, Yo X",3ncCdwV4rnFY9YNzsh4KGo,Metro,34
120.1,electronic,Ross Quinn,0T9qmOvid82TeLi4ZyyA9D,Mine To Love,56
120.1,hip-hop,"Talha Anjum, Umair",5qolX8ncpZ8R6TfKbvTzbA,Downers At Dusk,59
120.1,latin,Volver,3hbQZgr6kAH6zo8pqOivwT,5AM,33
120.1,k-pop,aespa,2VdSktBqFfkW7y6q5Ik4Z4,Supernova,72
120.1,pop,Maroon 5,2iuZJX9X9P0GKaE93xcPjk,Sugar,78
120.1,electronic,"Deep Chills, Brendan Mills",2oUSxhTzXlYyM7D31ohQok,Nalu,53
120.1,rock,Linkin Park,18lR4BzEs7e3qzc0KVkTpU,What I've Done,81
120.1,arabic,Lil Tjay,0RLLvYBopDwooCyvnTwgYu,F.N,73
120.1,hip-hop,Lil Tjay,0RLLvYBopDwooCyvnTwgYu,F.N,73
120.1,world,Yume.Play,4m6MEwFwvWqOICKoe56gKk,Mezame,39
120.1,electronic,"Namic, Meynberg",7h3qMzTqcJdM4Y6uqK9aoZ,Talking To Myself,51
120.1,rock,Nirvana,4P5KoWXOxwuobLmHXLMobV,Come As You Are,76
120.1,folk,Noah Kahan,07UFnnK3uPIuKv5Rs9TmXl,Orange Juice,73
120.1,world,TAI,38zFKWDNJN7pGxrk3gF7DM,Ani Maamin,42
120.1,hip-hop,"Trap Capos, Noriel, Bad Bunny, Arcángel",4DS7HoqrKq1dDjeYOKBlu9,De las 2 (feat. Bad Bunny & Arcángel),69
120.2,rock,Fleetwood Mac,0ofHAoxe9vBkTCp2UQIavz,Dreams - 2004 Remaster,84
120.2,world,Yume.Play,1cSEXK6gjJ8T6jIzArJQAx,Mystic Cascade,37
120.2,latin,Tito Double P,6X6m4xmdFcz31p1h7Qg68c,EL LOKERON,89
120.2,pop,Tito Double P,6X6m4xmdFcz31p1h7Qg68c,EL LOKERON,89
120.3,ambient,"Oxlade, Popcaan",0yHnMci6HNtbL85kv2zuL1,BLESSED,44
120.4,pop,Cyndi Lauper,4y1LsJpmMti1PfRQV9AWWe,Girls Just Want to Have Fun,80
120.4,electronic,Libby Flores,5KJr7WuU0dQBixGsNYLzy8,Nostalgia,17
120.4,folk,"Sean Dagher, Nils Brown, Michiel Schrey, Assassin's Creed",2vaa0nnDnNTlxCh7fCmjsr,Leave Her Johnny,58
120.5,electronic,Yamê,3oUEzTAoOxqZHN4xiqTGqJ,Bécane - A COLORS SHOW,67
120.5,rock,Lynyrd Skynyrd,1ju7EsSGvRybSNEsRvc7qY,Simple Man,73
120.5,gaming,d4vd,3SAga35lAPYdjj3qyfEsCF,Feel It - From The Original Series “Invincible”,78
120.5,rock,d4vd,3SAga35lAPYdjj3qyfEsCF,Feel It - From The Original Series “Invincible”,78
120.6,disco,Casco,5WGb8DQRJD1CAP8842RGM8,Cybernetic Love - Vocal,22
120.6,ambient,"Olamide, Russ",4QbYZ16EH34vcSNcpAQR37,Hello Habibi,39
120.7,classical,"Nikolai Rimsky-Korsakov, Lars Hjalmar Joakim",04eShjKTWijeJJqGnhxpYK,Scheherazade: The Tale of the Kalendar Prince,57
120.8,jazz,Poncho Sanchez,7hyuo1wVkmCaMrC4Kw3sXe,El Sabroson,34
120.8,electronic,"Orelsan, Angèle",6btgTbK2UslfSu0qjTEXQm,CP_009_ Évidemment,51
120.9,pop,Molly Hammar,2wbb3Czcii7Sv0x5na95w2,Så nära,47
121.0,electronic,Dinos,4Zxja2USwpNPvh4iM0aSuq,Namek,39
121.0,electronic,"Trinix, Fafá de Belém",14VthBnru6kiREQUYAuNSL,Emorio,66
121.0,electronic,"Clean Bandit, Jess Glynne",61dCUoMCg28qEBzrW6htYM,Rather Be (feat. Jess Glynne),72
121.0,electronic,RAFFA GUIDO,1P9ZF3ZxRWNTDgJkZOgkI9,Famax - Edit,69
121.0,electronic,Booba,6ZEMbp1RZ1iMkQOufEbzNC,E.L.E.P.H.A.N.T - Bonus Track,44
121.0,electronic,"Le Youth, Jerro, Lizzy Land",4HWadIQagwXOjf14aUD6qg,Lost,47
121.0,world,Nachas,7vrhmwjOyy4rNZZ5lNJOLK,Nodeh Lecha,24
121.0,hip-hop,Sheff G,4B1HkmoPxGnIiovU1iy4IL,We Getting Money,57
121.0,electronic,Dayne S,3cwl2Mnq8urylYJNCvLJdZ,Running up That Hill,44
121.0,electronic,"Alex Lustig, Sølv",1bNo2ybJL8rmZzOdd6T3sG,Fade,49
121.0,electronic,"Sam Feldt, Kimberly Anne, EDX",4bAmAVdks2Y84VNVVLXFwN,Show Me Love - EDX Remix / Radio Edit,54
121.0,cantopop,Sally Yeh,2ejz9W0C3nEOwwRqqzsWpl,情人知己,24
121.0,electronic,Tonic Walter,7LMsAia3rSvaNrHjgfuJzB,Into The Night,57
121.0,electronic,"WhoMadeWho, CamelPhat, RY X",5KDKk7wE5VB4bXELIPO6Yn,Love Will Save Me - CamelPhat Remix,45
121.0,pop,Dotter,6CXc1Q9IBBxfOQVQCYBMhk,Lättdistraherad,17
121.0,electronic,"BLOND:ISH, Grace Tither",6ymVxYG0UHqIjXmclbE1cu,Waves (feat. Grace Tither),45
121.0,funk,Engelwood,5vxsAuIK8hY7IS1DCZpQFo,They Should've Let Me Host Family Feud,28
121.0,electronic,"Naomi Sharon, Marten Lou",7IQDLhMpgQ23GIHh550TT9,Another Life - Marten Lou Remix,61
121.0,arabic,"Lil Kesh, Young Jonn",73MwJHhrrDbOlzWTCziVJr,Feeling Funny,41
121.0,world,Patrick Saussois,05U8k9atnWlMKB4ltqrQ5k,Lucciola,40
121.0,electronic,"DJ Leo Cris, Dr. Victor",27EyCYhJcucr3fMqgISIdu,Tsoang Tsoang - Remix,14
121.0,latin,Alfredo De Angelis,59Vy7LINo9z0Wcf6T71RlJ,Mi Dolor,14
121.0,gaming,"Lost Frequencies, Calum Scott",3mfER4ORePHvN35cbZ3dkV,Where Are You Now,81
121.1,country,George Strait,4TnUKixNWMfajncgdSwFoi,Amarillo By Morning,70
121.1,pop,One Direction,4nVBt6MZDDP6tRVdQTgxJg,Story of My Life,86
121.3,electronic,Daft Punk,1pKYYY0dkg23sQQXi0Q5zN,Around the World,71
121.4,ambient,Hozier,5TgEJ62DOzBpGxZ7WRsrqb,Work Song,77
121.4,folk,Hozier,5TgEJ62DOzBpGxZ7WRsrqb,Work Song,77
121.8,latin,"De La Ghetto, Luar La L, YOVNGCHIMI",4k6vZMg6TlrLyGHreUmsv1,Los Palos,39
121.8,electronic,"Gordo, Drake",02YMpD1xbZZzpZbuZNvmD7,Sideways,70
121.9,hip-hop,"Offset, Travis Scott",2Gk6fi0dqt91NKvlzGsmm7,SAY MY GRACE (feat. Travis Scott),70
121.9,folk,The Irish Rovers,5Su5ILFp6U83cnIXwfmlC5,Drunken Sailor,58
121.9,gaming,Stephen Barton,6eXw5tf0oLrJRowzaOetc0,Divine Overture (Main Theme),31
121.9,rock,The Smashing Pumpkins,6GtX0jaNL8IjVQfrDBx81z,Bullet With Butterfly Wings - Remastered 2012,73
121.9,electronic,⣎⡇ꉺლ༽இ•̛)ྀ◞ ༎ຶ ༽ৣৢ؞ৢ؞ؖ ꉺლ,7n8HTBeizZPBpRHWq8ZQDT,̸ ̡ ҉ ҉.·๑ඕั ҉ ̸ ̡ ҉ ҉.·๑ඕั ҉ ̸ ̡ ҉ ҉.·๑ඕั ҉ ̸ ̡ ҉ ҉.·๑ඕั ҉ ̸ ̡ ҉ ҉.·๑ඕั ҉ ̸ ̡ ҉ ҉.·๑ඕั ҉ ̸ ̡ ҉ ҉.·๑ඕั ҉,35
121.9,latin,Romántica Milonguera,7CPyHE7JRFBFvwTfuVdees,Buscándote,26
121.9,korean,LeeHi,4PvVKyqJ6pLVi5HKpAjTPc,MY LOVE,56
